OrderNumber,Channel,Procured Date,OrderDate,Ship Date,Delivery Date,Warehouse Index,Customer Index,Region Index,Product Index,Order Quantity,Unit Price,Unit Cost
SO - 0006074,Wholesale,12/1/2019,5/9/2020,5/21/2020,5/31/2020,4,49,18,1,5,2438.8,1926.652
SO - 0006075,Wholesale,12/1/2019,5/9/2020,6/3/2020,6/9/2020,3,30,42,6,12,207.7,85.157
SO - 0006076,Wholesale,3/10/2020,5/9/2020,6/5/2020,6/10/2020,5,4,4,7,8,1829.1,1006.005
SO - 0006077,Distributor,12/1/2019,5/10/2020,5/15/2020,5/20/2020,3,41,13,5,11,5038.4,3778.8
SO - 0006078,Wholesale,3/10/2020,5/10/2020,5/20/2020,5/22/2020,3,25,61,9,8,3932.9,2831.688
SO - 0006079,Distributor,12/1/2019,5/10/2020,5/13/2020,5/22/2020,5,22,58,5,6,6224.3,4481.496
SO - 0006080,Distributor,3/10/2020,5/10/2020,5/12/2020,5/14/2020,5,34,11,11,7,2391.9,1865.682
SO - 0006081,Wholesale,12/1/2019,5/10/2020,5/28/2020,5/29/2020,4,48,81,1,10,2211,1857.24
SO - 0006082,Distributor,3/10/2020,5/10/2020,6/6/2020,6/14/2020,2,25,7,1,9,1092.1,578.813
SO - 0006083,Export,3/10/2020,5/10/2020,5/13/2020,5/15/2020,3,23,46,13,12,6365,4582.8
SO - 0006084,Wholesale,3/10/2020,5/11/2020,5/20/2020,5/25/2020,2,40,67,10,5,1742,1463.28
SO - 0006085,Export,3/10/2020,5/11/2020,5/30/2020,6/1/2020,2,18,15,2,6,261.3,164.619
SO - 0006086,Distributor,3/10/2020,5/11/2020,6/6/2020,6/14/2020,4,15,67,2,12,3966.4,1705.552
SO - 0006087,Wholesale,3/10/2020,5/11/2020,6/3/2020,6/13/2020,3,16,46,1,5,4020,2170.8
SO - 0006088,Distributor,3/10/2020,5/11/2020,6/1/2020,6/8/2020,1,39,13,1,6,1118.9,660.151
SO - 0006089,Wholesale,3/10/2020,5/11/2020,5/14/2020,5/23/2020,2,2,17,1,6,830.8,589.868
SO - 0006090,Wholesale,3/10/2020,5/12/2020,6/8/2020,6/17/2020,5,35,75,4,7,174.2,87.1
SO - 0006091,Wholesale,3/10/2020,5/12/2020,6/6/2020,6/13/2020,2,6,9,7,8,3142.3,2608.109
SO - 0006092,Distributor,3/10/2020,5/12/2020,5/15/2020,5/20/2020,3,30,32,11,5,1125.6,686.616
SO - 0006093,Wholesale,3/10/2020,5/12/2020,5/25/2020,6/1/2020,3,7,8,13,11,6177.4,5065.468
SO - 0006094,Wholesale,12/1/2019,5/12/2020,6/4/2020,6/5/2020,2,2,14,7,5,1199.3,791.538
SO - 0006095,Wholesale,3/10/2020,5/13/2020,5/21/2020,5/23/2020,1,20,62,5,7,783.9,642.798
SO - 0006096,Distributor,3/10/2020,5/13/2020,5/24/2020,5/29/2020,5,48,39,11,10,268,198.32
SO - 0006097,Wholesale,12/1/2019,5/13/2020,5/19/2020,5/20/2020,3,27,10,1,8,2010,1386.9
SO - 0006098,Wholesale,12/1/2019,5/13/2020,5/25/2020,5/26/2020,2,24,49,2,6,3973.1,3377.135
SO - 0006099,Distributor,3/10/2020,5/14/2020,6/9/2020,6/12/2020,2,16,35,7,5,1152.4,691.44
SO - 0006100,Wholesale,3/10/2020,5/14/2020,6/11/2020,6/13/2020,2,38,26,2,8,1112.2,556.1
SO - 0006101,Wholesale,12/1/2019,5/14/2020,5/25/2020,6/4/2020,2,37,6,1,12,6210.9,3353.886
SO - 0006102,Distributor,3/10/2020,5/14/2020,5/30/2020,6/3/2020,3,23,14,1,6,911.2,747.184
SO - 0006103,Distributor,12/1/2019,5/14/2020,6/9/2020,6/13/2020,2,5,1,13,9,180.9,146.529
SO - 0006104,Distributor,3/10/2020,5/14/2020,6/7/2020,6/16/2020,2,32,2,5,10,3999.9,2119.947
SO - 0006105,Export,12/1/2019,5/14/2020,5/23/2020,5/27/2020,4,39,8,11,11,1896.1,777.401
SO - 0006106,Wholesale,3/10/2020,5/14/2020,6/8/2020,6/16/2020,4,24,22,10,9,3886,2059.58
SO - 0006107,Wholesale,3/10/2020,5/14/2020,5/29/2020,6/4/2020,3,35,65,11,7,5326.5,3036.105
SO - 0006108,Distributor,3/10/2020,5/14/2020,5/22/2020,5/25/2020,3,47,54,11,12,234.5,126.63
SO - 0006109,Wholesale,12/1/2019,5/14/2020,6/5/2020,6/8/2020,3,38,19,5,6,2445.5,978.2
SO - 0006110,Wholesale,12/1/2019,5/14/2020,6/7/2020,6/10/2020,2,10,15,5,8,234.5,154.77
SO - 0006111,Export,3/10/2020,5/15/2020,5/18/2020,5/20/2020,4,44,1,1,11,2211,1216.05
SO - 0006112,Wholesale,12/1/2019,5/15/2020,5/23/2020,5/28/2020,1,40,13,11,7,5587.8,3017.412
SO - 0006113,Wholesale,3/10/2020,5/15/2020,5/26/2020,5/29/2020,1,15,75,1,5,2633.1,1606.191
SO - 0006114,Wholesale,3/10/2020,5/15/2020,6/9/2020,6/10/2020,4,27,23,5,5,3953,3360.05
SO - 0006115,Wholesale,3/10/2020,5/15/2020,5/29/2020,5/31/2020,2,14,1,5,6,1072,825.44
SO - 0006116,Distributor,12/1/2019,5/15/2020,6/11/2020,6/13/2020,2,29,62,1,7,2345,1899.45
SO - 0006117,Wholesale,3/10/2020,5/15/2020,6/1/2020,6/5/2020,6,18,51,11,8,2546,2062.26
SO - 0006118,Distributor,3/10/2020,5/15/2020,6/4/2020,6/11/2020,5,19,29,11,6,2485.7,1292.564
SO - 0006119,Distributor,3/10/2020,5/15/2020,6/7/2020,6/17/2020,2,46,81,1,9,2244.5,1391.59
SO - 0006120,Distributor,12/1/2019,5/15/2020,5/26/2020,6/3/2020,2,24,6,10,11,2391.9,1530.816
SO - 0006121,Distributor,3/10/2020,5/16/2020,5/26/2020,5/27/2020,4,20,13,2,10,1038.5,571.175
SO - 0006122,Export,3/10/2020,5/16/2020,6/12/2020,6/22/2020,2,9,27,7,7,1916.2,1092.234
SO - 0006123,Distributor,12/1/2019,5/16/2020,6/5/2020,6/6/2020,3,46,15,2,9,2733.6,1503.48
SO - 0006124,Wholesale,3/10/2020,5/16/2020,6/1/2020,6/5/2020,5,23,8,11,12,1098.8,868.052
SO - 0006125,Wholesale,12/1/2019,5/16/2020,6/2/2020,6/12/2020,1,33,52,2,11,1815.7,726.28
SO - 0006126,Distributor,12/1/2019,5/16/2020,6/7/2020,6/14/2020,4,4,40,2,9,1092.1,709.865
SO - 0006127,Wholesale,12/1/2019,5/16/2020,6/7/2020,6/13/2020,3,24,72,1,12,1132.3,611.442
SO - 0006128,Distributor,12/1/2019,5/16/2020,6/11/2020,6/18/2020,2,17,3,9,8,2639.8,1689.472
SO - 0006129,Wholesale,3/10/2020,5/16/2020,5/29/2020,5/30/2020,2,36,4,1,8,3999.9,2199.945
SO - 0006130,Distributor,3/10/2020,5/16/2020,6/13/2020,6/14/2020,1,6,80,2,9,3745.3,2808.975
SO - 0006131,Wholesale,12/1/2019,5/16/2020,6/7/2020,6/16/2020,5,48,27,11,11,5279.6,3167.76
SO - 0006132,Distributor,3/10/2020,5/16/2020,5/31/2020,6/9/2020,2,10,61,5,9,1005,462.3
SO - 0006133,Distributor,3/10/2020,5/17/2020,5/28/2020,6/3/2020,2,17,8,11,6,3879.3,3142.233
SO - 0006134,Distributor,12/1/2019,5/17/2020,6/1/2020,6/11/2020,3,40,47,3,11,3557.7,1707.696
SO - 0006135,Distributor,3/10/2020,5/17/2020,5/27/2020,5/31/2020,2,25,8,7,5,5681.6,4829.36
SO - 0006136,Wholesale,3/10/2020,5/17/2020,5/25/2020,5/28/2020,2,4,22,1,11,3865.9,2087.586
SO - 0006137,Export,3/10/2020,5/17/2020,5/31/2020,6/8/2020,2,29,7,2,5,2666.6,1093.306
SO - 0006138,Distributor,3/10/2020,5/17/2020,5/25/2020,5/27/2020,3,41,68,2,5,5902.7,2420.107
SO - 0006139,Distributor,3/10/2020,5/17/2020,5/20/2020,5/21/2020,4,29,44,1,7,3865.9,1700.996
SO - 0006140,Wholesale,12/1/2019,5/17/2020,6/9/2020,6/14/2020,1,38,22,1,8,2237.8,1253.168
SO - 0006141,Wholesale,12/1/2019,5/17/2020,6/11/2020,6/14/2020,4,3,22,2,7,1098.8,560.388
SO - 0006142,Distributor,12/1/2019,5/17/2020,5/30/2020,6/1/2020,1,3,60,4,7,1688.4,1215.648
SO - 0006143,Distributor,3/10/2020,5/17/2020,5/23/2020,6/2/2020,4,2,16,5,6,3390.2,1966.316
SO - 0006144,Wholesale,12/1/2019,5/18/2020,6/3/2020,6/12/2020,4,50,18,6,8,2345,1735.3
SO - 0006145,Export,3/10/2020,5/18/2020,6/2/2020,6/3/2020,2,30,7,6,9,757.1,401.263
SO - 0006146,Distributor,3/10/2020,5/18/2020,6/1/2020,6/5/2020,5,46,4,14,8,1078.7,442.267
SO - 0006147,Wholesale,12/1/2019,5/18/2020,6/8/2020,6/17/2020,2,17,8,11,12,2512.5,1231.125
SO - 0006148,Wholesale,3/10/2020,5/18/2020,6/10/2020,6/13/2020,2,44,78,2,12,1051.9,546.988
SO - 0006149,Export,3/10/2020,5/18/2020,5/20/2020,5/27/2020,2,50,58,1,7,2458.9,1254.039
SO - 0006150,Wholesale,3/10/2020,5/18/2020,6/11/2020,6/15/2020,3,38,3,1,8,1025.1,840.582
SO - 0006151,Wholesale,12/1/2019,5/18/2020,5/22/2020,5/24/2020,3,42,55,7,7,3798.9,2583.252
SO - 0006152,Wholesale,12/1/2019,5/18/2020,6/10/2020,6/16/2020,2,24,31,2,5,2371.8,1043.592
SO - 0006153,Wholesale,3/10/2020,5/18/2020,5/20/2020,5/24/2020,4,8,47,13,11,1078.7,852.173
SO - 0006154,Wholesale,3/10/2020,5/18/2020,6/4/2020,6/11/2020,1,37,10,2,9,951.4,428.13
SO - 0006155,Wholesale,3/10/2020,5/18/2020,6/9/2020,6/13/2020,3,35,19,1,7,1246.2,573.252
SO - 0006156,Wholesale,3/10/2020,5/19/2020,6/13/2020,6/18/2020,2,34,30,1,12,1835.8,972.974
SO - 0006157,Distributor,3/10/2020,5/19/2020,6/16/2020,6/18/2020,1,19,13,2,12,5695,2847.5
SO - 0006158,Wholesale,12/1/2019,5/19/2020,6/5/2020,6/13/2020,5,40,68,7,7,904.5,524.61
SO - 0006159,Wholesale,3/10/2020,5/19/2020,5/27/2020,5/30/2020,3,36,10,5,8,3966.4,2300.512
SO - 0006160,Export,12/1/2019,5/20/2020,6/16/2020,6/23/2020,6,22,23,1,9,1092.1,688.023
SO - 0006161,Wholesale,12/1/2019,5/20/2020,6/15/2020,6/21/2020,3,47,23,5,12,1112.2,811.906
SO - 0006162,Wholesale,12/1/2019,5/20/2020,6/4/2020,6/8/2020,3,43,12,9,10,3966.4,2895.472
SO - 0006163,Wholesale,3/10/2020,5/20/2020,5/25/2020,6/3/2020,2,27,83,2,10,1058.6,529.3
SO - 0006164,Distributor,3/10/2020,5/20/2020,5/26/2020,6/2/2020,2,4,68,5,10,3979.8,3303.234
SO - 0006165,Wholesale,3/10/2020,5/20/2020,6/17/2020,6/25/2020,2,46,78,13,12,241.2,103.716
SO - 0006166,Wholesale,12/1/2019,5/21/2020,5/28/2020,6/1/2020,1,24,83,6,9,6458.8,5489.98
SO - 0006167,Export,3/10/2020,5/21/2020,5/25/2020,5/29/2020,2,9,50,7,10,3825.7,2869.275
SO - 0006168,Wholesale,3/10/2020,5/21/2020,5/28/2020,6/4/2020,2,47,59,7,6,3946.3,2525.632
SO - 0006169,Wholesale,3/10/2020,5/21/2020,5/24/2020,5/27/2020,5,17,63,7,12,837.5,628.125
SO - 0006170,Wholesale,3/10/2020,5/21/2020,6/6/2020,6/10/2020,2,26,13,13,5,938,684.74
SO - 0006171,Distributor,3/10/2020,5/21/2020,6/18/2020,6/22/2020,2,30,17,11,5,3624.7,1812.35
SO - 0006172,Wholesale,3/10/2020,5/21/2020,6/10/2020,6/17/2020,6,16,8,11,5,3999.9,2319.942
SO - 0006173,Wholesale,3/10/2020,5/21/2020,5/31/2020,6/2/2020,5,18,56,7,9,254.6,188.404
SO - 0006174,Distributor,12/1/2019,5/22/2020,6/17/2020,6/19/2020,2,7,8,9,6,1299.8,675.896
SO - 0006175,Wholesale,3/10/2020,5/22/2020,5/30/2020,6/5/2020,1,42,9,7,11,261.3,151.554
SO - 0006176,Wholesale,3/10/2020,5/22/2020,6/17/2020,6/26/2020,4,29,22,11,12,2452.2,1642.974
SO - 0006177,Wholesale,3/10/2020,5/22/2020,6/3/2020,6/11/2020,2,1,1,1,5,1165.8,571.242
SO - 0006178,Distributor,12/1/2019,5/22/2020,6/4/2020,6/13/2020,2,8,2,1,8,1748.7,734.454
SO - 0006179,Distributor,3/10/2020,5/22/2020,6/11/2020,6/21/2020,1,2,44,7,8,227.8,182.24
SO - 0006180,Wholesale,3/10/2020,5/22/2020,6/18/2020,6/26/2020,4,25,18,7,12,2532.6,2152.71
SO - 0006181,Wholesale,3/10/2020,5/22/2020,6/6/2020,6/8/2020,5,47,57,2,7,227.8,175.406
SO - 0006182,Wholesale,3/10/2020,5/22/2020,6/17/2020,6/23/2020,6,24,9,13,11,2867.6,1319.096
SO - 0006183,Export,12/1/2019,5/22/2020,6/8/2020,6/16/2020,2,49,24,9,11,5983.1,2871.888
SO - 0006184,Distributor,3/10/2020,5/22/2020,6/10/2020,6/15/2020,3,1,21,2,6,268,171.52
SO - 0006185,Distributor,3/10/2020,5/23/2020,6/15/2020,6/23/2020,2,23,10,7,8,1078.7,442.267
SO - 0006186,Distributor,12/1/2019,5/23/2020,5/28/2020,5/29/2020,4,47,19,5,10,1735.3,815.591
SO - 0006187,Wholesale,3/10/2020,5/23/2020,6/3/2020,6/6/2020,1,42,9,2,11,3939.6,2206.176
SO - 0006188,Distributor,12/1/2019,5/23/2020,6/8/2020,6/10/2020,3,2,4,10,12,5400.2,3780.14
SO - 0006189,Distributor,3/10/2020,5/23/2020,6/11/2020,6/14/2020,1,47,22,6,6,837.5,661.625
SO - 0006190,Distributor,3/10/2020,5/23/2020,6/1/2020,6/11/2020,3,12,12,11,11,187.6,93.8
SO - 0006191,Wholesale,12/1/2019,5/23/2020,6/11/2020,6/15/2020,4,2,15,6,9,1105.5,807.015
SO - 0006192,Export,3/10/2020,5/23/2020,6/16/2020,6/24/2020,4,28,22,13,7,2458.9,1032.738
SO - 0006193,Distributor,12/1/2019,5/23/2020,6/15/2020,6/21/2020,4,18,81,5,10,3999.9,2679.933
SO - 0006194,Export,12/1/2019,5/24/2020,6/17/2020,6/21/2020,5,12,6,11,5,6009.9,3726.138
SO - 0006195,Wholesale,3/10/2020,5/24/2020,6/10/2020,6/13/2020,1,24,59,2,10,1815.7,1398.089
SO - 0006196,Wholesale,3/10/2020,5/24/2020,5/29/2020,6/1/2020,5,8,85,11,10,1996.6,1277.824
SO - 0006197,Export,12/1/2019,5/24/2020,6/4/2020,6/7/2020,2,7,64,2,7,911.2,400.928
SO - 0006198,Wholesale,12/1/2019,5/24/2020,6/11/2020,6/19/2020,3,26,12,10,8,1701.8,1021.08
SO - 0006199,Distributor,3/10/2020,5/24/2020,5/28/2020,5/30/2020,5,1,70,11,11,187.6,142.576
SO - 0006200,Distributor,3/10/2020,5/24/2020,6/6/2020,6/14/2020,3,26,46,11,6,5453.8,2890.514
SO - 0006201,Distributor,3/10/2020,5/24/2020,6/1/2020,6/8/2020,3,10,7,9,5,1051.9,452.317
SO - 0006202,Distributor,12/1/2019,5/24/2020,6/2/2020,6/11/2020,2,5,81,5,6,174.2,69.68
SO - 0006203,Distributor,3/10/2020,5/24/2020,6/4/2020,6/8/2020,4,11,7,2,10,1681.7,1294.909
SO - 0006204,Wholesale,3/10/2020,5/25/2020,6/2/2020,6/8/2020,3,21,12,1,10,1058.6,582.23
SO - 0006205,Export,3/10/2020,5/25/2020,5/31/2020,6/2/2020,1,17,20,9,6,3845.8,2961.266
SO - 0006206,Distributor,3/10/2020,5/25/2020,6/17/2020,6/23/2020,1,23,17,5,6,3343.3,1972.547
SO - 0006207,Distributor,3/10/2020,5/25/2020,6/15/2020,6/19/2020,2,8,50,9,6,1695.1,1373.031
SO - 0006208,Wholesale,3/10/2020,5/25/2020,6/18/2020,6/24/2020,3,40,57,2,6,1152.4,576.2
SO - 0006209,Export,3/10/2020,5/25/2020,6/7/2020,6/10/2020,1,37,11,2,6,3457.2,2938.62
SO - 0006210,Wholesale,3/10/2020,5/25/2020,6/19/2020,6/25/2020,2,40,12,2,9,1058.6,762.192
SO - 0006211,Distributor,3/10/2020,5/26/2020,6/14/2020,6/16/2020,5,39,22,1,8,1105.5,895.455
SO - 0006212,Wholesale,3/10/2020,5/26/2020,6/12/2020,6/16/2020,3,11,55,11,7,1011.7,839.711
SO - 0006213,Distributor,12/1/2019,5/26/2020,6/14/2020,6/17/2020,2,42,68,8,10,5266.2,4160.298
SO - 0006214,Wholesale,12/1/2019,5/26/2020,6/17/2020,6/19/2020,4,29,11,1,9,1065.3,490.038
SO - 0006215,Distributor,3/10/2020,5/26/2020,6/9/2020,6/17/2020,5,14,42,5,10,3329.9,2497.425
SO - 0006216,Wholesale,3/10/2020,5/26/2020,6/6/2020,6/11/2020,2,22,32,7,9,1835.8,917.9
SO - 0006217,Export,3/10/2020,5/26/2020,6/21/2020,7/1/2020,6,23,28,7,8,3430.4,2401.28
SO - 0006218,Distributor,3/10/2020,5/27/2020,6/1/2020,6/10/2020,5,15,66,13,7,1078.7,474.628
SO - 0006219,Wholesale,3/10/2020,5/27/2020,6/7/2020,6/14/2020,2,38,11,1,5,3544.3,1524.049
SO - 0006220,Wholesale,12/1/2019,5/27/2020,6/9/2020,6/10/2020,2,16,14,6,11,944.7,765.207
SO - 0006221,Wholesale,3/10/2020,5/27/2020,6/21/2020,6/25/2020,1,50,12,5,12,2398.6,1127.342
SO - 0006222,Export,3/10/2020,5/27/2020,6/20/2020,6/21/2020,2,21,3,12,12,3912.8,1995.528
SO - 0006223,Wholesale,12/1/2019,5/27/2020,6/24/2020,6/27/2020,2,17,9,1,10,2391.9,1793.925
SO - 0006224,Wholesale,3/10/2020,5/27/2020,6/4/2020,6/11/2020,4,49,18,7,6,891.1,605.948
SO - 0006225,Distributor,3/10/2020,5/27/2020,6/20/2020,6/23/2020,3,8,71,7,9,2432.1,1775.433
SO - 0006226,Wholesale,3/10/2020,5/27/2020,6/15/2020,6/20/2020,1,39,18,6,9,1125.6,810.432
SO - 0006227,Wholesale,12/1/2019,5/27/2020,6/18/2020,6/24/2020,4,8,73,7,11,1159.1,602.732
SO - 0006228,Wholesale,3/10/2020,5/27/2020,6/12/2020,6/17/2020,4,11,16,6,8,5406.9,4217.382
SO - 0006229,Wholesale,3/10/2020,5/28/2020,6/9/2020,6/16/2020,4,32,73,11,9,2278,1161.78
SO - 0006230,Wholesale,12/1/2019,5/28/2020,6/17/2020,6/24/2020,2,47,38,1,11,2425.4,1770.542
SO - 0006231,Distributor,3/10/2020,5/28/2020,6/9/2020,6/13/2020,5,48,13,2,12,864.3,561.795
SO - 0006232,Distributor,3/10/2020,5/28/2020,6/10/2020,6/13/2020,2,4,40,10,6,3912.8,1604.248
SO - 0006233,Distributor,3/10/2020,5/28/2020,6/22/2020,6/27/2020,5,18,3,2,8,1011.7,728.424
SO - 0006234,Wholesale,3/10/2020,5/28/2020,6/12/2020,6/14/2020,4,5,8,13,6,1983.2,1269.248
SO - 0006235,Wholesale,3/10/2020,5/28/2020,6/6/2020,6/16/2020,2,40,3,2,12,3879.3,3103.44
SO - 0006236,Wholesale,3/10/2020,5/28/2020,6/3/2020,6/4/2020,5,41,23,7,6,6385.1,2745.593
SO - 0006237,Wholesale,12/1/2019,5/28/2020,6/1/2020,6/2/2020,3,32,81,3,8,2646.5,1905.48
SO - 0006238,Wholesale,3/10/2020,5/29/2020,6/25/2020,6/28/2020,4,2,24,2,9,2338.3,1286.065
SO - 0006239,Wholesale,3/10/2020,5/29/2020,5/31/2020,6/4/2020,5,46,43,5,12,2391.9,1411.221
SO - 0006240,Export,3/10/2020,5/29/2020,6/15/2020,6/17/2020,6,49,31,13,11,2278,956.76
SO - 0006241,Wholesale,12/1/2019,5/29/2020,6/4/2020,6/11/2020,4,44,3,1,10,1065.3,628.527
SO - 0006242,Wholesale,3/10/2020,5/29/2020,6/5/2020,6/13/2020,2,18,47,14,9,3912.8,2738.96
SO - 0006243,Wholesale,3/10/2020,5/29/2020,6/18/2020,6/21/2020,2,50,4,2,6,2010,1065.3
SO - 0006244,Wholesale,3/10/2020,5/29/2020,6/16/2020,6/21/2020,6,41,5,14,12,3832.4,1647.932
SO - 0006245,Wholesale,12/1/2019,5/29/2020,6/17/2020,6/25/2020,2,18,4,13,9,998.3,718.776
SO - 0006246,Wholesale,3/10/2020,5/29/2020,6/14/2020,6/24/2020,4,4,55,11,11,1246.2,510.942
SO - 0006247,Distributor,3/10/2020,5/29/2020,6/8/2020,6/10/2020,4,30,29,13,7,1675,1323.25
SO - 0006248,Wholesale,12/1/2019,5/30/2020,6/9/2020,6/19/2020,2,49,35,3,11,1728.6,1175.448
SO - 0006249,Distributor,3/10/2020,5/30/2020,6/16/2020,6/21/2020,4,15,18,1,7,1728.6,1071.732
SO - 0006250,Wholesale,3/10/2020,5/30/2020,6/2/2020,6/7/2020,2,17,23,9,5,1882.7,1299.063
SO - 0006251,Wholesale,3/10/2020,5/30/2020,6/21/2020,6/26/2020,6,44,12,1,6,984.9,512.148
SO - 0006252,Wholesale,3/10/2020,5/30/2020,6/5/2020,6/12/2020,4,14,2,11,9,1326.6,1061.28
SO - 0006253,Wholesale,3/10/2020,5/30/2020,6/19/2020,6/23/2020,6,11,20,11,9,3999.9,2439.939
SO - 0006254,Wholesale,3/10/2020,5/30/2020,6/8/2020,6/9/2020,2,21,53,5,12,1802.3,1189.518
SO - 0006255,Distributor,12/1/2019,5/30/2020,6/19/2020,6/24/2020,2,26,7,2,8,1172.5,527.625
SO - 0006256,Distributor,3/10/2020,5/30/2020,6/19/2020,6/25/2020,2,49,7,1,8,3973.1,2622.246
SO - 0006257,Distributor,3/10/2020,5/30/2020,6/26/2020,6/29/2020,4,23,57,1,7,1112.2,900.882
SO - 0006258,Distributor,3/10/2020,5/30/2020,6/24/2020,6/30/2020,3,1,54,1,11,3946.3,1657.446
SO - 0006259,Distributor,3/10/2020,5/31/2020,6/28/2020,7/3/2020,3,50,6,5,5,1058.6,709.262
SO - 0006260,Wholesale,12/1/2019,5/31/2020,6/11/2020,6/17/2020,3,2,34,1,12,261.3,193.362
SO - 0006261,Wholesale,3/10/2020,5/31/2020,6/23/2020,6/24/2020,3,5,16,5,6,1051.9,820.482
SO - 0006262,Distributor,3/10/2020,5/31/2020,6/2/2020,6/4/2020,6,39,13,7,10,850.9,340.36
SO - 0006263,Wholesale,12/1/2019,5/31/2020,6/3/2020,6/13/2020,3,45,57,8,10,2405.3,1635.604
SO - 0006264,Export,3/10/2020,5/31/2020,6/14/2020,6/23/2020,1,46,12,1,9,2425.4,1115.684
SO - 0006265,Wholesale,3/10/2020,5/31/2020,6/7/2020,6/11/2020,2,47,13,7,10,1105.5,674.355
SO - 0006266,Wholesale,3/10/2020,5/31/2020,6/24/2020,6/26/2020,2,3,67,2,9,857.6,728.96
SO - 0006267,Wholesale,12/1/2019,5/31/2020,6/13/2020,6/19/2020,2,39,2,1,6,3705.1,2260.111
SO - 0006268,Export,12/1/2019,5/31/2020,6/21/2020,6/27/2020,2,15,7,7,8,1025.1,656.064
SO - 0006269,Distributor,3/10/2020,5/31/2020,6/27/2020,7/6/2020,3,46,65,2,9,971.5,709.195
SO - 0006270,Wholesale,3/10/2020,5/31/2020,6/11/2020,6/19/2020,2,46,14,14,7,1031.8,474.628
SO - 0006271,Distributor,3/10/2020,5/31/2020,6/25/2020,6/26/2020,5,1,21,5,9,1018.4,621.224
SO - 0006272,Wholesale,3/10/2020,5/31/2020,6/24/2020,6/30/2020,2,18,26,1,6,2659.9,1649.138
SO - 0006273,Distributor,3/10/2020,5/31/2020,6/19/2020,6/24/2020,2,32,4,1,9,3356.7,1779.051
SO - 0006274,Wholesale,3/10/2020,6/1/2020,6/29/2020,7/5/2020,5,20,64,10,5,241.2,159.192
SO - 0006275,Wholesale,3/10/2020,6/1/2020,6/23/2020,7/3/2020,4,3,12,1,9,3805.6,1598.352
SO - 0006276,Wholesale,3/10/2020,6/1/2020,6/13/2020,6/18/2020,3,4,32,2,10,2525.9,1288.209
SO - 0006277,Distributor,3/10/2020,6/1/2020,6/28/2020,7/6/2020,4,8,80,8,7,1118.9,749.663
SO - 0006278,Wholesale,3/10/2020,6/1/2020,6/14/2020,6/21/2020,6,1,17,7,10,1715.2,1457.92
SO - 0006279,Distributor,3/10/2020,6/1/2020,6/14/2020,6/23/2020,1,43,39,7,7,3845.8,1538.32
SO - 0006280,Distributor,3/10/2020,6/1/2020,6/17/2020,6/25/2020,5,47,1,4,5,1755.4,754.822
SO - 0006281,Wholesale,3/10/2020,6/1/2020,6/13/2020,6/14/2020,5,8,19,2,5,1788.9,983.895
SO - 0006282,Wholesale,3/10/2020,6/1/2020,6/27/2020,7/3/2020,4,30,18,1,9,3959.7,2336.223
SO - 0006283,Wholesale,3/10/2020,6/1/2020,6/22/2020,6/30/2020,2,29,10,11,6,1688.4,1435.14
SO - 0006284,Wholesale,3/10/2020,6/1/2020,6/15/2020,6/20/2020,4,37,6,1,5,984.9,630.336
SO - 0006285,Export,3/10/2020,6/1/2020,6/16/2020,6/17/2020,3,12,5,1,6,3953,1620.73
SO - 0006286,Wholesale,3/10/2020,6/1/2020,6/9/2020,6/10/2020,3,11,73,5,5,5286.3,3013.191
SO - 0006287,Wholesale,3/10/2020,6/1/2020,6/16/2020,6/23/2020,1,26,30,1,7,884.4,459.888
SO - 0006288,Distributor,3/10/2020,6/2/2020,6/24/2020,6/29/2020,4,41,67,4,9,1038.5,571.175
SO - 0006289,Wholesale,3/10/2020,6/2/2020,6/19/2020,6/28/2020,5,22,16,14,10,5138.9,4162.509
SO - 0006290,Distributor,3/10/2020,6/2/2020,6/17/2020,6/26/2020,5,24,30,7,7,804,385.92
SO - 0006291,Distributor,12/1/2019,6/2/2020,6/6/2020,6/7/2020,3,20,38,2,10,167.5,130.65
SO - 0006292,Wholesale,3/10/2020,6/2/2020,6/24/2020,6/28/2020,2,21,40,14,12,2311.5,1109.52
SO - 0006293,Wholesale,3/10/2020,6/2/2020,6/10/2020,6/20/2020,5,7,1,7,6,3845.8,1769.068
SO - 0006294,Wholesale,3/10/2020,6/3/2020,6/15/2020,6/24/2020,3,4,21,4,6,1943,1165.8
SO - 0006295,Export,3/10/2020,6/3/2020,6/13/2020,6/17/2020,2,37,23,5,10,1125.6,709.128
SO - 0006296,Wholesale,3/10/2020,6/3/2020,6/15/2020,6/18/2020,4,15,65,2,12,3912.8,1643.376
SO - 0006297,Wholesale,3/10/2020,6/3/2020,6/18/2020,6/23/2020,1,6,79,11,10,3859.2,1698.048
SO - 0006298,Wholesale,3/10/2020,6/3/2020,6/18/2020,6/26/2020,5,26,18,1,5,3993.2,1597.28
SO - 0006299,Distributor,3/10/2020,6/3/2020,6/29/2020,7/1/2020,2,28,67,1,6,3705.1,2482.417
SO - 0006300,Wholesale,3/10/2020,6/3/2020,6/17/2020,6/22/2020,2,33,12,2,7,1085.4,738.072
SO - 0006301,Distributor,3/10/2020,6/3/2020,6/24/2020,6/25/2020,3,42,17,7,12,1949.7,896.862
SO - 0006302,Export,3/10/2020,6/3/2020,6/19/2020,6/27/2020,2,7,49,3,10,3953,3360.05
SO - 0006303,Distributor,12/1/2019,6/4/2020,6/30/2020,7/2/2020,6,19,12,11,9,1072,728.96
